sample_id,image_filename,simulation_time,normalized_error,steering_correction,steering_target,left_speed,right_speed,line_detected,contour_area
49,frame_000049.png,3.1360,-0.018750,-0.029002,-0.019335,1.170998,1.229002,1,10572.00
50,frame_000050.png,3.2000,-0.018750,-0.028028,-0.018685,1.171972,1.228028,1,10577.50
51,frame_000051.png,3.2640,-0.018750,-0.027479,-0.018320,1.172521,1.227479,1,10572.00
52,frame_000052.png,3.3280,-0.018750,-0.027171,-0.018114,1.172829,1.227171,1,10578.50
53,frame_000053.png,3.3920,-0.025000,-0.050455,-0.033636,1.149545,1.250455,1,10579.00
54,frame_000054.png,3.4560,-0.025000,-0.051120,-0.034080,1.148880,1.251120,1,10585.00
55,frame_000055.png,3.5200,-0.018750,-0.024985,-0.016657,1.175015,1.224985,1,10593.50
56,frame_000056.png,3.5840,-0.025000,-0.049225,-0.032817,1.150775,1.249225,1,10604.50
57,frame_000057.png,3.6480,-0.018750,-0.023920,-0.015946,1.176080,1.223920,1,10607.00
58,frame_000058.png,3.7120,-0.025000,-0.048626,-0.032417,1.151374,1.248626,1,10618.00
59,frame_000059.png,3.7760,-0.025000,-0.047039,-0.031360,1.152961,1.247039,1,10623.50
60,frame_000060.png,3.8400,-0.025000,-0.046147,-0.030765,1.153853,1.246147,1,10626.50
61,frame_000061.png,3.9040,-0.025000,-0.045645,-0.030430,1.154355,1.245645,1,10635.50
62,frame_000062.png,3.9680,-0.025000,-0.045363,-0.030242,1.154637,1.245363,1,10636.00
63,frame_000063.png,4.0320,-0.025000,-0.045204,-0.030136,1.154796,1.245204,1,10640.50
64,frame_000064.png,4.0960,-0.025000,-0.045115,-0.030077,1.154885,1.245115,1,10630.00
65,frame_000065.png,4.1600,-0.025000,-0.045065,-0.030043,1.154935,1.245065,1,10635.00
66,frame_000066.png,4.2240,-0.025000,-0.045036,-0.030024,1.154964,1.245036,1,10632.00
67,frame_000067.png,4.2880,-0.025000,-0.045020,-0.030014,1.154980,1.245020,1,10648.50
68,frame_000068.png,4.3520,-0.025000,-0.045011,-0.030008,1.154989,1.245011,1,10644.50
69,frame_000069.png,4.4160,-0.025000,-0.045006,-0.030004,1.154994,1.245006,1,10656.50
70,frame_000070.png,4.4800,-0.025000,-0.045004,-0.030002,1.154996,1.245004,1,10664.50
71,frame_000071.png,4.5440,-0.025000,-0.045002,-0.030001,1.154998,1.245002,1,10662.00
72,frame_000072.png,4.6080,-0.025000,-0.045001,-0.030001,1.154999,1.245001,1,10688.50
73,frame_000073.png,4.6720,-0.025000,-0.045001,-0.030000,1.154999,1.245001,1,10678.50
74,frame_000074.png,4.7360,-0.025000,-0.045000,-0.030000,1.155000,1.245000,1,10689.00
75,frame_000075.png,4.8000,-0.025000,-0.045000,-0.030000,1.155000,1.245000,1,10687.50
76,frame_000076.png,4.8640,-0.025000,-0.045000,-0.030000,1.155000,1.245000,1,10675.50
77,frame_000077.png,4.9280,-0.025000,-0.045000,-0.030000,1.155000,1.245000,1,10680.50
78,frame_000078.png,4.9920,-0.031250,-0.065405,-0.043604,1.134595,1.265405,1,10657.00
79,frame_000079.png,5.0560,-0.025000,-0.037943,-0.025295,1.162057,1.237943,1,10657.00
80,frame_000080.png,5.1200,-0.031250,-0.061436,-0.040957,1.138564,1.261436,1,10641.50
81,frame_000081.png,5.1840,-0.031250,-0.059167,-0.039445,1.140833,1.259167,1,10647.50
82,frame_000082.png,5.2480,-0.031250,-0.057891,-0.038594,1.142109,1.257891,1,10636.00
83,frame_000083.png,5.3120,-0.031250,-0.057173,-0.038115,1.142827,1.257173,1,10629.00
84,frame_000084.png,5.3760,-0.031250,-0.059821,-0.039881,1.140179,1.259821,1,10642.00
85,frame_000085.png,5.4400,-0.031250,-0.058259,-0.038839,1.141741,1.258259,1,10623.50
86,frame_000086.png,5.5040,-0.031250,-0.057380,-0.038253,1.142620,1.257380,1,10624.50
87,frame_000087.png,5.5680,-0.031250,-0.056886,-0.037924,1.143114,1.256886,1,10608.50
88,frame_000088.png,5.6320,-0.031250,-0.056607,-0.037738,1.143393,1.256607,1,10589.50
89,frame_000089.png,5.6960,-0.031250,-0.059503,-0.039669,1.140497,1.259503,1,10580.00
90,frame_000090.png,5.7600,-0.025000,-0.034623,-0.023082,1.165377,1.234623,1,10576.00
91,frame_000091.png,5.8240,-0.031250,-0.059568,-0.039712,1.140432,1.259568,1,10564.00
92,frame_000092.png,5.8880,-0.031250,-0.061168,-0.040779,1.138832,1.261168,1,10555.50
93,frame_000093.png,5.9520,-0.031250,-0.062068,-0.041379,1.137932,1.262068,1,10553.00
94,frame_000094.png,6.0160,-0.025000,-0.039117,-0.026078,1.160883,1.239117,1,10553.00
95,frame_000095.png,6.0800,-0.025000,-0.038639,-0.025760,1.161361,1.238639,1,10554.00
96,frame_000096.png,6.1440,-0.031250,-0.064879,-0.043253,1.135121,1.264879,1,10555.00
97,frame_000097.png,6.2080,-0.025000,-0.040699,-0.027132,1.159301,1.240699,1,10551.50
98,frame_000098.png,6.2720,-0.025000,-0.039529,-0.026352,1.160471,1.239529,1,10566.50
99,frame_000099.png,6.3360,-0.025000,-0.041922,-0.027948,1.158078,1.241922,1,10572.50
100,frame_000100.png,6.4000,-0.025000,-0.040217,-0.026811,1.159783,1.240217,1,10570.00
101,frame_000101.png,6.4640,-0.025000,-0.042310,-0.028206,1.157690,1.242310,1,10578.00
102,frame_000102.png,6.5280,-0.025000,-0.043487,-0.028991,1.156513,1.243487,1,10574.00
103,frame_000103.png,6.5920,-0.025000,-0.044149,-0.029432,1.155851,1.244149,1,10565.00
104,frame_000104.png,6.6560,-0.025000,-0.044521,-0.029681,1.155479,1.244521,1,10560.00
105,frame_000105.png,6.7200,-0.025000,-0.044731,-0.029820,1.155269,1.244731,1,10554.00
106,frame_000106.png,6.7840,-0.025000,-0.044848,-0.029899,1.155152,1.244848,1,10560.00
107,frame_000107.png,6.8480,-0.025000,-0.044915,-0.029943,1.155085,1.244915,1,10553.50
108,frame_000108.png,6.9120,-0.025000,-0.044952,-0.029968,1.155048,1.244952,1,10562.00
109,frame_000109.png,6.9760,-0.025000,-0.044973,-0.029982,1.155027,1.244973,1,10580.00
110,frame_000110.png,7.0400,-0.025000,-0.044985,-0.029990,1.155015,1.244985,1,10582.50
111,frame_000111.png,7.1040,-0.025000,-0.044991,-0.029994,1.155009,1.244991,1,10582.50
112,frame_000112.png,7.1680,-0.018750,-0.021538,-0.014359,1.178462,1.221538,1,10573.50
113,frame_000113.png,7.2320,-0.018750,-0.026881,-0.017921,1.173119,1.226881,1,10571.00
114,frame_000114.png,7.2960,-0.018750,-0.029886,-0.019924,1.170114,1.229886,1,10558.50
115,frame_000115.png,7.3600,-0.018750,-0.031577,-0.021051,1.168423,1.231577,1,10558.00
116,frame_000116.png,7.4240,-0.018750,-0.032527,-0.021685,1.167473,1.232527,1,10550.50
117,frame_000117.png,7.4880,-0.018750,-0.033062,-0.022042,1.166938,1.233062,1,10540.50
118,frame_000118.png,7.5520,-0.018750,-0.033363,-0.022242,1.166637,1.233363,1,10544.00
119,frame_000119.png,7.6160,-0.018750,-0.033532,-0.022355,1.166468,1.233532,1,10535.50
120,frame_000120.png,7.6800,-0.012500,-0.010171,-0.006780,1.189829,1.210171,1,10536.00
121,frame_000121.png,7.7440,-0.012500,-0.015565,-0.010376,1.184435,1.215565,1,10544.00
122,frame_000122.png,7.8080,-0.012500,-0.018599,-0.012399,1.181401,1.218599,1,10541.50
123,frame_000123.png,7.8720,-0.012500,-0.020306,-0.013537,1.179694,1.220306,1,10542.00
124,frame_000124.png,7.9360,-0.012500,-0.021266,-0.014177,1.178734,1.221266,1,10539.50
125,frame_000125.png,8.0000,-0.012500,-0.021806,-0.014537,1.178194,1.221806,1,10538.00
126,frame_000126.png,8.0640,-0.012500,-0.022109,-0.014740,1.177891,1.222109,1,10529.50
127,frame_000127.png,8.1280,-0.006250,0.001177,0.000784,1.201177,1.198823,1,10529.00
128,frame_000128.png,8.1920,-0.006250,-0.001208,-0.000805,1.198792,1.201208,1,10521.00
129,frame_000129.png,8.2560,-0.006250,-0.005601,-0.003734,1.194399,1.205601,1,10508.50
130,frame_000130.png,8.3200,-0.006250,-0.008073,-0.005382,1.191927,1.208073,1,10513.00
131,frame_000131.png,8.3840,-0.006250,-0.009463,-0.006309,1.190537,1.209463,1,10508.50
132,frame_000132.png,8.4480,-0.006250,-0.010245,-0.006830,1.189755,1.210245,1,10518.00
133,frame_000133.png,8.5120,-0.006250,-0.010685,-0.007123,1.189315,1.210685,1,10512.00
134,frame_000134.png,8.5760,-0.006250,-0.010932,-0.007288,1.189068,1.210932,1,10514.00
135,frame_000135.png,8.6400,0.000000,0.012386,0.008257,1.212386,1.187614,1,10516.00
136,frame_000136.png,8.7040,0.000000,0.006967,0.004645,1.206967,1.193033,1,10517.50
137,frame_000137.png,8.7680,0.000000,0.003919,0.002613,1.203919,1.196081,1,10517.50
138,frame_000138.png,8.8320,0.000000,0.002204,0.001470,1.202204,1.197796,1,10516.00
139,frame_000139.png,8.8960,0.000000,0.001240,0.000827,1.201240,1.198760,1,10517.50
140,frame_000140.png,8.9600,0.000000,0.000697,0.000465,1.200697,1.199303,1,10500.50
141,frame_000141.png,9.0240,0.000000,0.000392,0.000262,1.200392,1.199608,1,10500.00
142,frame_000142.png,9.0880,0.000000,0.000221,0.000147,1.200221,1.199779,1,10495.50
143,frame_000143.png,9.1520,0.000000,0.000124,0.000083,1.200124,1.199876,1,10489.00
144,frame_000144.png,9.2160,0.006250,0.023527,0.015685,1.223527,1.176473,1,10486.00
145,frame_000145.png,9.2800,0.006250,0.018156,0.012104,1.218156,1.181844,1,10481.00
146,frame_000146.png,9.3440,0.006250,0.015134,0.010090,1.215134,1.184866,1,10479.50
147,frame_000147.png,9.4080,0.006250,0.013435,0.008957,1.213435,1.186565,1,10469.00
148,frame_000148.png,9.4720,0.006250,0.012479,0.008319,1.212479,1.187521,1,10461.50
149,frame_000149.png,9.5360,0.006250,0.011941,0.007961,1.211941,1.188059,1,10456.50
150,frame_000150.png,9.6000,0.006250,0.011639,0.007759,1.211639,1.188361,1,10446.50
151,frame_000151.png,9.6640,0.006250,0.011469,0.007646,1.211469,1.188531,1,10443.00
152,frame_000152.png,9.7280,0.006250,0.011373,0.007582,1.211373,1.188627,1,10434.00
153,frame_000153.png,9.7920,0.012500,0.034776,0.023184,1.234776,1.165224,1,10424.50
154,frame_000154.png,9.8560,0.012500,0.032457,0.021638,1.232457,1.167543,1,10417.00
155,frame_000155.png,9.9200,0.012500,0.028101,0.018734,1.228101,1.171899,1,10408.50
156,frame_000156.png,9.9840,0.012500,0.025651,0.017100,1.225651,1.174349,1,10397.00
157,frame_000157.png,10.0480,0.012500,0.024272,0.016181,1.224272,1.175728,1,10384.00
158,frame_000158.png,10.1120,0.012500,0.023497,0.015665,1.223497,1.176503,1,10373.00
159,frame_000159.png,10.1760,0.012500,0.023061,0.015374,1.223061,1.176939,1,10373.50
160,frame_000160.png,10.2400,0.012500,0.022815,0.015210,1.222815,1.177185,1,10379.50
161,frame_000161.png,10.3040,0.012500,0.022677,0.015118,1.222677,1.177323,1,10381.50
162,frame_000162.png,10.3680,0.012500,0.022600,0.015067,1.222600,1.177400,1,10382.00
163,frame_000163.png,10.4320,0.012500,0.022556,0.015037,1.222556,1.177444,1,10382.50
164,frame_000164.png,10.4960,0.012500,0.022532,0.015021,1.222532,1.177468,1,10378.50
165,frame_000165.png,10.5600,0.012500,0.022518,0.015012,1.222518,1.177482,1,10376.50
166,frame_000166.png,10.6240,0.012500,0.022510,0.015007,1.222510,1.177490,1,10371.00
167,frame_000167.png,10.6880,0.012500,0.022506,0.015004,1.222506,1.177494,1,10365.00
168,frame_000168.png,10.7520,0.012500,0.022503,0.015002,1.222503,1.177497,1,10361.00
169,frame_000169.png,10.8160,0.012500,0.022502,0.015001,1.222502,1.177498,1,10358.00
170,frame_000170.png,10.8800,0.012500,0.022501,0.015001,1.222501,1.177499,1,10354.00
171,frame_000171.png,10.9440,0.006250,-0.000956,-0.000638,1.199044,1.200956,1,10366.00
172,frame_000172.png,11.0080,0.012500,0.024789,0.016526,1.224789,1.175211,1,10380.50
173,frame_000173.png,11.0720,0.012500,0.026839,0.017893,1.226839,1.173161,1,10397.50
174,frame_000174.png,11.1360,0.006250,0.001484,0.000989,1.201484,1.198516,1,10401.50
175,frame_000175.png,11.2000,0.012500,0.026162,0.017441,1.226162,1.173838,1,10406.00
176,frame_000176.png,11.2640,0.006250,0.001103,0.000735,1.201103,1.198897,1,10418.00
177,frame_000177.png,11.3280,0.012500,0.025947,0.017298,1.225947,1.174053,1,10423.50
178,frame_000178.png,11.3920,0.006250,0.000982,0.000655,1.200982,1.199018,1,10426.50
179,frame_000179.png,11.4560,0.012500,0.025880,0.017253,1.225880,1.174120,1,10433.00
180,frame_000180.png,11.5200,0.012500,0.024401,0.016267,1.224401,1.175599,1,10437.50
181,frame_000181.png,11.5840,0.012500,0.023569,0.015713,1.223569,1.176431,1,10450.00
182,frame_000182.png,11.6480,0.012500,0.026153,0.017436,1.226153,1.173847,1,10468.50
183,frame_000183.png,11.7120,0.012500,0.024555,0.016370,1.224555,1.175445,1,10476.50
184,frame_000184.png,11.7760,0.012500,0.023656,0.015771,1.223656,1.176344,1,10482.50
185,frame_000185.png,11.8400,0.012500,0.023150,0.015433,1.223150,1.176850,1,10487.00
186,frame_000186.png,11.9040,0.012500,0.022866,0.015244,1.222866,1.177134,1,10496.50
187,frame_000187.png,11.9680,0.012500,0.022706,0.015137,1.222706,1.177294,1,10505.50
188,frame_000188.png,12.0320,0.012500,0.022616,0.015077,1.222616,1.177384,1,10507.00
189,frame_000189.png,12.0960,0.012500,0.022565,0.015043,1.222565,1.177435,1,10508.50
190,frame_000190.png,12.1600,0.012500,0.022537,0.015024,1.222537,1.177463,1,10518.00
191,frame_000191.png,12.2240,0.012500,0.022521,0.015014,1.222521,1.177479,1,10510.00
192,frame_000192.png,12.2880,0.012500,0.022512,0.015008,1.222512,1.177488,1,10512.50
193,frame_000193.png,12.3520,0.012500,0.022507,0.015004,1.222507,1.177493,1,10506.50
194,frame_000194.png,12.4160,0.018750,0.045961,0.030640,1.245961,1.154039,1,10509.50
195,frame_000195.png,12.4800,0.018750,0.043670,0.029114,1.243670,1.156330,1,10514.00
196,frame_000196.png,12.5440,0.018750,0.039330,0.026220,1.239330,1.160670,1,10508.50
197,frame_000197.png,12.6080,0.018750,0.039941,0.026627,1.239941,1.160059,1,10514.00
198,frame_000198.png,12.6720,0.018750,0.037232,0.024821,1.237232,1.162768,1,10525.00
199,frame_000199.png,12.7360,0.018750,0.035709,0.023806,1.235709,1.164291,1,10522.00
200,frame_000200.png,12.8000,0.018750,0.034852,0.023235,1.234852,1.165148,1,10530.50
201,frame_000201.png,12.8640,0.018750,0.034370,0.022913,1.234370,1.165630,1,10530.50
202,frame_000202.png,12.9280,0.018750,0.034099,0.022732,1.234099,1.165901,1,10527.00
203,frame_000203.png,12.9920,0.018750,0.033946,0.022631,1.233946,1.166054,1,10543.50
204,frame_000204.png,13.0560,0.018750,0.033860,0.022574,1.233860,1.166140,1,10529.50
205,frame_000205.png,13.1200,0.018750,0.033812,0.022541,1.233812,1.166188,1,10529.00
206,frame_000206.png,13.1840,0.018750,0.033785,0.022523,1.233785,1.166215,1,10519.00
207,frame_000207.png,13.2480,0.018750,0.033770,0.022513,1.233770,1.166230,1,10510.50
208,frame_000208.png,13.3120,0.018750,0.033761,0.022507,1.233761,1.166239,1,10521.00
209,frame_000209.png,13.3760,0.018750,0.033756,0.022504,1.233756,1.166244,1,10533.50
210,frame_000210.png,13.4400,0.025000,0.057211,0.038140,1.257211,1.142789,1,10522.50
211,frame_000211.png,13.5040,0.025000,0.054920,0.036613,1.254920,1.145080,1,10520.50
212,frame_000212.png,13.5680,0.018750,0.027123,0.018082,1.227123,1.172877,1,10536.50
213,frame_000213.png,13.6320,0.025000,0.050428,0.033618,1.250428,1.149572,1,10546.00
214,frame_000214.png,13.6960,0.025000,0.048053,0.032035,1.248053,1.151947,1,10515.50
215,frame_000215.png,13.7600,0.018750,0.023260,0.015507,1.223260,1.176740,1,10545.50
216,frame_000216.png,13.8240,0.025000,0.048255,0.032170,1.248255,1.151745,1,10534.50
217,frame_000217.png,13.8880,0.025000,0.046831,0.031221,1.246831,1.153169,1,10506.00
218,frame_000218.png,13.9520,0.025000,0.046030,0.030687,1.246030,1.153970,1,10518.50
219,frame_000219.png,14.0160,0.025000,0.045579,0.030386,1.245579,1.154421,1,10498.50
220,frame_000220.png,14.0800,0.025000,0.045326,0.030217,1.245326,1.154674,1,10470.00
221,frame_000221.png,14.1440,0.025000,0.045183,0.030122,1.245183,1.154817,1,10475.00
222,frame_000222.png,14.2080,0.025000,0.045103,0.030069,1.245103,1.154897,1,10464.00
223,frame_000223.png,14.2720,0.025000,0.045058,0.030039,1.245058,1.154942,1,10467.50
224,frame_000224.png,14.3360,0.025000,0.045033,0.030022,1.245033,1.154967,1,10466.50
225,frame_000225.png,14.4000,0.025000,0.045018,0.030012,1.245018,1.154982,1,10452.00
226,frame_000226.png,14.4640,0.025000,0.045010,0.030007,1.245010,1.154990,1,10459.50
227,frame_000227.png,14.5280,0.025000,0.045006,0.030004,1.245006,1.154994,1,10441.50
228,frame_000228.png,14.5920,0.031250,0.068460,0.045640,1.268460,1.131540,1,10423.50
229,frame_000229.png,14.6560,0.031250,0.066170,0.044113,1.266170,1.133830,1,10407.50
230,frame_000230.png,14.7200,0.031250,0.064882,0.043255,1.264882,1.135118,1,10389.00
231,frame_000231.png,14.7840,0.025000,0.040700,0.027133,1.240700,1.159300,1,10380.00
232,frame_000232.png,14.8480,0.031250,0.066038,0.044026,1.266038,1.133962,1,10369.50
233,frame_000233.png,14.9120,0.025000,0.041351,0.027567,1.241351,1.158649,1,10364.00
234,frame_000234.png,14.9760,0.025000,0.042947,0.028632,1.242947,1.157053,1,10363.00
235,frame_000235.png,15.0400,0.025000,0.043845,0.029230,1.243845,1.156155,1,10361.00
236,frame_000236.png,15.1040,0.025000,0.044350,0.029567,1.244350,1.155650,1,10362.00
237,frame_000237.png,15.1680,0.025000,0.044635,0.029756,1.244635,1.155365,1,10359.50
238,frame_000238.png,15.2320,0.025000,0.044794,0.029863,1.244794,1.155206,1,10356.00
239,frame_000239.png,15.2960,0.025000,0.044884,0.029923,1.244884,1.155116,1,10358.00
240,frame_000240.png,15.3600,0.025000,0.044935,0.029957,1.244935,1.155065,1,10356.50
241,frame_000241.png,15.4240,0.025000,0.044963,0.029976,1.244963,1.155037,1,10350.50
242,frame_000242.png,15.4880,0.025000,0.044979,0.029986,1.244979,1.155021,1,10348.50
243,frame_000243.png,15.5520,0.025000,0.044988,0.029992,1.244988,1.155012,1,10357.50
244,frame_000244.png,15.6160,0.025000,0.044993,0.029996,1.244993,1.155007,1,10361.00
245,frame_000245.png,15.6800,0.025000,0.044996,0.029998,1.244996,1.155004,1,10357.00
246,frame_000246.png,15.7440,0.025000,0.044998,0.029999,1.244998,1.155002,1,10365.00
247,frame_000247.png,15.8080,0.025000,0.044999,0.029999,1.244999,1.155001,1,10368.00
248,frame_000248.png,15.8720,0.025000,0.044999,0.030000,1.244999,1.155001,1,10375.50
249,frame_000249.png,15.9360,0.025000,0.045000,0.030000,1.245000,1.155000,1,10387.50
250,frame_000250.png,16.0000,0.025000,0.045000,0.030000,1.245000,1.155000,1,10396.50
251,frame_000251.png,16.0640,0.025000,0.045000,0.030000,1.245000,1.155000,1,10411.00
252,frame_000252.png,16.1280,0.018750,0.021543,0.014362,1.221543,1.178457,1,10422.50
253,frame_000253.png,16.1920,0.025000,0.047289,0.031526,1.247289,1.152711,1,10436.50
254,frame_000254.png,16.2560,0.025000,0.049339,0.032893,1.249339,1.150661,1,10447.50
255,frame_000255.png,16.3200,0.018750,0.023984,0.015989,1.223984,1.176016,1,10442.50
256,frame_000256.png,16.3840,0.025000,0.048662,0.032441,1.248662,1.151338,1,10447.50
257,frame_000257.png,16.4480,0.018750,0.023603,0.015735,1.223603,1.176397,1,10443.00
258,frame_000258.png,16.5120,0.025000,0.048447,0.032298,1.248447,1.151553,1,10448.50
259,frame_000259.png,16.5760,0.025000,0.046939,0.031293,1.246939,1.153061,1,10443.50
260,frame_000260.png,16.6400,0.025000,0.049143,0.032762,1.249143,1.150857,1,10451.50
261,frame_000261.png,16.7040,0.025000,0.047330,0.031553,1.247330,1.152670,1,10458.50
262,frame_000262.png,16.7680,0.025000,0.046311,0.030874,1.246311,1.153689,1,10461.50
263,frame_000263.png,16.8320,0.025000,0.045737,0.030492,1.245737,1.154263,1,10468.50
264,frame_000264.png,16.8960,0.025000,0.045415,0.030276,1.245415,1.154585,1,10473.50
265,frame_000265.png,16.9600,0.025000,0.045233,0.030156,1.245233,1.154767,1,10479.00
266,frame_000266.png,17.0240,0.025000,0.045131,0.030087,1.245131,1.154869,1,10476.00
267,frame_000267.png,17.0880,0.025000,0.045074,0.030049,1.245074,1.154926,1,10479.50
268,frame_000268.png,17.1520,0.025000,0.045042,0.030028,1.245042,1.154958,1,10477.00
269,frame_000269.png,17.2160,0.025000,0.045023,0.030016,1.245023,1.154977,1,10464.00
270,frame_000270.png,17.2800,0.025000,0.045013,0.030009,1.245013,1.154987,1,10468.00
271,frame_000271.png,17.3440,0.025000,0.045007,0.030005,1.245007,1.154993,1,10466.00
272,frame_000272.png,17.4080,0.025000,0.045004,0.030003,1.245004,1.154996,1,10465.00
273,frame_000273.png,17.4720,0.025000,0.045002,0.030002,1.245002,1.154998,1,10464.00
274,frame_000274.png,17.5360,0.025000,0.045001,0.030001,1.245001,1.154999,1,10468.50
275,frame_000275.png,17.6000,0.025000,0.045001,0.030000,1.245001,1.154999,1,10477.00
276,frame_000276.png,17.6640,0.025000,0.045000,0.030000,1.245000,1.155000,1,10477.50
277,frame_000277.png,17.7280,0.025000,0.045000,0.030000,1.245000,1.155000,1,10478.50
278,frame_000278.png,17.7920,0.025000,0.045000,0.030000,1.245000,1.155000,1,10481.00
279,frame_000279.png,17.8560,0.025000,0.045000,0.030000,1.245000,1.155000,1,10476.00
280,frame_000280.png,17.9200,0.025000,0.045000,0.030000,1.245000,1.155000,1,10478.00
281,frame_000281.png,17.9840,0.025000,0.041948,0.027966,1.241948,1.158052,1,10471.50
282,frame_000282.png,18.0480,0.025000,0.040232,0.026821,1.240232,1.159768,1,10465.50
283,frame_000283.png,18.1120,0.025000,0.039266,0.026177,1.239266,1.160734,1,10461.00
284,frame_000284.png,18.1760,0.031250,0.062180,0.041453,1.262180,1.137820,1,10456.50
285,frame_000285.png,18.2400,0.025000,0.036129,0.024086,1.236129,1.163871,1,10455.00
286,frame_000286.png,18.3040,0.031250,0.060415,0.040277,1.260415,1.139585,1,10451.00
287,frame_000287.png,18.3680,0.025000,0.035136,0.023424,1.235136,1.164864,1,10457.50
