sample_id,image_filename,simulation_time,normalized_error,steering_correction,steering_target,left_speed,right_speed,line_detected,contour_area,source_run,source_image_path
124,frame_000124.png,7.936,-0.0125,-0.021266,-0.014177,1.178734,1.221266,1,10539.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000124.png
125,frame_000125.png,8.0,-0.0125,-0.021806,-0.014537,1.178194,1.221806,1,10538.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000125.png
126,frame_000126.png,8.064,-0.0125,-0.022109,-0.01474,1.177891,1.222109,1,10529.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000126.png
127,frame_000127.png,8.128,-0.00625,0.001177,0.000784,1.201177,1.198823,1,10529.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000127.png
128,frame_000128.png,8.192,-0.00625,-0.001208,-0.000805,1.198792,1.201208,1,10521.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000128.png
129,frame_000129.png,8.256,-0.00625,-0.005601,-0.003734,1.194399,1.205601,1,10508.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000129.png
130,frame_000130.png,8.32,-0.00625,-0.008073,-0.005382,1.191927,1.208073,1,10513.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000130.png
131,frame_000131.png,8.384,-0.00625,-0.009463,-0.006309,1.190537,1.209463,1,10508.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000131.png
132,frame_000132.png,8.448,-0.00625,-0.010245,-0.00683,1.189755,1.210245,1,10518.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000132.png
133,frame_000133.png,8.512,-0.00625,-0.010685,-0.007123,1.189315,1.210685,1,10512.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000133.png
134,frame_000134.png,8.576,-0.00625,-0.010932,-0.007288,1.189068,1.210932,1,10514.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000134.png
135,frame_000135.png,8.64,0.0,0.012386,0.008257,1.212386,1.187614,1,10516.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000135.png
136,frame_000136.png,8.704,0.0,0.006967,0.004645,1.206967,1.193033,1,10517.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000136.png
137,frame_000137.png,8.768,0.0,0.003919,0.002613,1.203919,1.196081,1,10517.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000137.png
138,frame_000138.png,8.832,0.0,0.002204,0.00147,1.202204,1.197796,1,10516.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000138.png
139,frame_000139.png,8.896,0.0,0.00124,0.000827,1.20124,1.19876,1,10517.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000139.png
140,frame_000140.png,8.96,0.0,0.000697,0.000465,1.200697,1.199303,1,10500.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000140.png
141,frame_000141.png,9.024,0.0,0.000392,0.000262,1.200392,1.199608,1,10500.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000141.png
142,frame_000142.png,9.088,0.0,0.000221,0.000147,1.200221,1.199779,1,10495.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000142.png
143,frame_000143.png,9.152,0.0,0.000124,8.3e-05,1.200124,1.199876,1,10489.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000143.png
144,frame_000144.png,9.216,0.00625,0.023527,0.015685,1.223527,1.176473,1,10486.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000144.png
145,frame_000145.png,9.28,0.00625,0.018156,0.012104,1.218156,1.181844,1,10481.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000145.png
146,frame_000146.png,9.344,0.00625,0.015134,0.01009,1.215134,1.184866,1,10479.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000146.png
147,frame_000147.png,9.408,0.00625,0.013435,0.008957,1.213435,1.186565,1,10469.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000147.png
148,frame_000148.png,9.472,0.00625,0.012479,0.008319,1.212479,1.187521,1,10461.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000148.png
149,frame_000149.png,9.536,0.00625,0.011941,0.007961,1.211941,1.188059,1,10456.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000149.png
150,frame_000150.png,9.6,0.00625,0.011639,0.007759,1.211639,1.188361,1,10446.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000150.png
151,frame_000151.png,9.664,0.00625,0.011469,0.007646,1.211469,1.188531,1,10443.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000151.png
152,frame_000152.png,9.728,0.00625,0.011373,0.007582,1.211373,1.188627,1,10434.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000152.png
153,frame_000153.png,9.792,0.0125,0.034776,0.023184,1.234776,1.165224,1,10424.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000153.png
154,frame_000154.png,9.856,0.0125,0.032457,0.021638,1.232457,1.167543,1,10417.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000154.png
155,frame_000155.png,9.92,0.0125,0.028101,0.018734,1.228101,1.171899,1,10408.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000155.png
156,frame_000156.png,9.984,0.0125,0.025651,0.0171,1.225651,1.174349,1,10397.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000156.png
157,frame_000157.png,10.048,0.0125,0.024272,0.016181,1.224272,1.175728,1,10384.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000157.png
158,frame_000158.png,10.112,0.0125,0.023497,0.015665,1.223497,1.176503,1,10373.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000158.png
159,frame_000159.png,10.176,0.0125,0.023061,0.015374,1.223061,1.176939,1,10373.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000159.png
160,frame_000160.png,10.24,0.0125,0.022815,0.01521,1.222815,1.177185,1,10379.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000160.png
161,frame_000161.png,10.304,0.0125,0.022677,0.015118,1.222677,1.177323,1,10381.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000161.png
162,frame_000162.png,10.368,0.0125,0.0226,0.015067,1.2226,1.1774,1,10382.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000162.png
163,frame_000163.png,10.432,0.0125,0.022556,0.015037,1.222556,1.177444,1,10382.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000163.png
164,frame_000164.png,10.496,0.0125,0.022532,0.015021,1.222532,1.177468,1,10378.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000164.png
165,frame_000165.png,10.56,0.0125,0.022518,0.015012,1.222518,1.177482,1,10376.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000165.png
166,frame_000166.png,10.624,0.0125,0.02251,0.015007,1.22251,1.17749,1,10371.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000166.png
167,frame_000167.png,10.688,0.0125,0.022506,0.015004,1.222506,1.177494,1,10365.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000167.png
168,frame_000168.png,10.752,0.0125,0.022503,0.015002,1.222503,1.177497,1,10361.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000168.png
169,frame_000169.png,10.816,0.0125,0.022502,0.015001,1.222502,1.177498,1,10358.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000169.png
170,frame_000170.png,10.88,0.0125,0.022501,0.015001,1.222501,1.177499,1,10354.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000170.png
171,frame_000171.png,10.944,0.00625,-0.000956,-0.000638,1.199044,1.200956,1,10366.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000171.png
172,frame_000172.png,11.008,0.0125,0.024789,0.016526,1.224789,1.175211,1,10380.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000172.png
173,frame_000173.png,11.072,0.0125,0.026839,0.017893,1.226839,1.173161,1,10397.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000173.png
174,frame_000174.png,11.136,0.00625,0.001484,0.000989,1.201484,1.198516,1,10401.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000174.png
175,frame_000175.png,11.2,0.0125,0.026162,0.017441,1.226162,1.173838,1,10406.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000175.png
176,frame_000176.png,11.264,0.00625,0.001103,0.000735,1.201103,1.198897,1,10418.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000176.png
177,frame_000177.png,11.328,0.0125,0.025947,0.017298,1.225947,1.174053,1,10423.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000177.png
178,frame_000178.png,11.392,0.00625,0.000982,0.000655,1.200982,1.199018,1,10426.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000178.png
179,frame_000179.png,11.456,0.0125,0.02588,0.017253,1.22588,1.17412,1,10433.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000179.png
180,frame_000180.png,11.52,0.0125,0.024401,0.016267,1.224401,1.175599,1,10437.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000180.png
181,frame_000181.png,11.584,0.0125,0.023569,0.015713,1.223569,1.176431,1,10450.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000181.png
182,frame_000182.png,11.648,0.0125,0.026153,0.017436,1.226153,1.173847,1,10468.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000182.png
183,frame_000183.png,11.712,0.0125,0.024555,0.01637,1.224555,1.175445,1,10476.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000183.png
184,frame_000184.png,11.776,0.0125,0.023656,0.015771,1.223656,1.176344,1,10482.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000184.png
185,frame_000185.png,11.84,0.0125,0.02315,0.015433,1.22315,1.17685,1,10487.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000185.png
186,frame_000186.png,11.904,0.0125,0.022866,0.015244,1.222866,1.177134,1,10496.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000186.png
187,frame_000187.png,11.968,0.0125,0.022706,0.015137,1.222706,1.177294,1,10505.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000187.png
188,frame_000188.png,12.032,0.0125,0.022616,0.015077,1.222616,1.177384,1,10507.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000188.png
189,frame_000189.png,12.096,0.0125,0.022565,0.015043,1.222565,1.177435,1,10508.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000189.png
190,frame_000190.png,12.16,0.0125,0.022537,0.015024,1.222537,1.177463,1,10518.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000190.png
191,frame_000191.png,12.224,0.0125,0.022521,0.015014,1.222521,1.177479,1,10510.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000191.png
192,frame_000192.png,12.288,0.0125,0.022512,0.015008,1.222512,1.177488,1,10512.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000192.png
193,frame_000193.png,12.352,0.0125,0.022507,0.015004,1.222507,1.177493,1,10506.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000193.png
194,frame_000194.png,12.416,0.01875,0.045961,0.03064,1.245961,1.154039,1,10509.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000194.png
195,frame_000195.png,12.48,0.01875,0.04367,0.029114,1.24367,1.15633,1,10514.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000195.png
196,frame_000196.png,12.544,0.01875,0.03933,0.02622,1.23933,1.16067,1,10508.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000196.png
197,frame_000197.png,12.608,0.01875,0.039941,0.026627,1.239941,1.160059,1,10514.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000197.png
198,frame_000198.png,12.672,0.01875,0.037232,0.024821,1.237232,1.162768,1,10525.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000198.png
199,frame_000199.png,12.736,0.01875,0.035709,0.023806,1.235709,1.164291,1,10522.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000199.png
200,frame_000200.png,12.8,0.01875,0.034852,0.023235,1.234852,1.165148,1,10530.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000200.png
201,frame_000201.png,12.864,0.01875,0.03437,0.022913,1.23437,1.16563,1,10530.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000201.png
202,frame_000202.png,12.928,0.01875,0.034099,0.022732,1.234099,1.165901,1,10527.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000202.png
203,frame_000203.png,12.992,0.01875,0.033946,0.022631,1.233946,1.166054,1,10543.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000203.png
204,frame_000204.png,13.056,0.01875,0.03386,0.022574,1.23386,1.16614,1,10529.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000204.png
205,frame_000205.png,13.12,0.01875,0.033812,0.022541,1.233812,1.166188,1,10529.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000205.png
206,frame_000206.png,13.184,0.01875,0.033785,0.022523,1.233785,1.166215,1,10519.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000206.png
207,frame_000207.png,13.248,0.01875,0.03377,0.022513,1.23377,1.16623,1,10510.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000207.png
208,frame_000208.png,13.312,0.01875,0.033761,0.022507,1.233761,1.166239,1,10521.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000208.png
209,frame_000209.png,13.376,0.01875,0.033756,0.022504,1.233756,1.166244,1,10533.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000209.png
210,frame_000210.png,13.44,0.025,0.057211,0.03814,1.257211,1.142789,1,10522.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000210.png
211,frame_000211.png,13.504,0.025,0.05492,0.036613,1.25492,1.14508,1,10520.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000211.png
212,frame_000212.png,13.568,0.01875,0.027123,0.018082,1.227123,1.172877,1,10536.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000212.png
213,frame_000213.png,13.632,0.025,0.050428,0.033618,1.250428,1.149572,1,10546.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000213.png
214,frame_000214.png,13.696,0.025,0.048053,0.032035,1.248053,1.151947,1,10515.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000214.png
215,frame_000215.png,13.76,0.01875,0.02326,0.015507,1.22326,1.17674,1,10545.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000215.png
216,frame_000216.png,13.824,0.025,0.048255,0.03217,1.248255,1.151745,1,10534.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000216.png
217,frame_000217.png,13.888,0.025,0.046831,0.031221,1.246831,1.153169,1,10506.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000217.png
218,frame_000218.png,13.952,0.025,0.04603,0.030687,1.24603,1.15397,1,10518.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000218.png
219,frame_000219.png,14.016,0.025,0.045579,0.030386,1.245579,1.154421,1,10498.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000219.png
220,frame_000220.png,14.08,0.025,0.045326,0.030217,1.245326,1.154674,1,10470.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000220.png
221,frame_000221.png,14.144,0.025,0.045183,0.030122,1.245183,1.154817,1,10475.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000221.png
222,frame_000222.png,14.208,0.025,0.045103,0.030069,1.245103,1.154897,1,10464.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000222.png
223,frame_000223.png,14.272,0.025,0.045058,0.030039,1.245058,1.154942,1,10467.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000223.png
224,frame_000224.png,14.336,0.025,0.045033,0.030022,1.245033,1.154967,1,10466.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000224.png
225,frame_000225.png,14.4,0.025,0.045018,0.030012,1.245018,1.154982,1,10452.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000225.png
226,frame_000226.png,14.464,0.025,0.04501,0.030007,1.24501,1.15499,1,10459.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000226.png
227,frame_000227.png,14.528,0.025,0.045006,0.030004,1.245006,1.154994,1,10441.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000227.png
228,frame_000228.png,14.592,0.03125,0.06846,0.04564,1.26846,1.13154,1,10423.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000228.png
229,frame_000229.png,14.656,0.03125,0.06617,0.044113,1.26617,1.13383,1,10407.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000229.png
230,frame_000230.png,14.72,0.03125,0.064882,0.043255,1.264882,1.135118,1,10389.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000230.png
231,frame_000231.png,14.784,0.025,0.0407,0.027133,1.2407,1.1593,1,10380.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000231.png
232,frame_000232.png,14.848,0.03125,0.066038,0.044026,1.266038,1.133962,1,10369.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000232.png
233,frame_000233.png,14.912,0.025,0.041351,0.027567,1.241351,1.158649,1,10364.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000233.png
234,frame_000234.png,14.976,0.025,0.042947,0.028632,1.242947,1.157053,1,10363.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000234.png
235,frame_000235.png,15.04,0.025,0.043845,0.02923,1.243845,1.156155,1,10361.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000235.png
236,frame_000236.png,15.104,0.025,0.04435,0.029567,1.24435,1.15565,1,10362.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000236.png
237,frame_000237.png,15.168,0.025,0.044635,0.029756,1.244635,1.155365,1,10359.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000237.png
238,frame_000238.png,15.232,0.025,0.044794,0.029863,1.244794,1.155206,1,10356.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000238.png
239,frame_000239.png,15.296,0.025,0.044884,0.029923,1.244884,1.155116,1,10358.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000239.png
240,frame_000240.png,15.36,0.025,0.044935,0.029957,1.244935,1.155065,1,10356.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000240.png
241,frame_000241.png,15.424,0.025,0.044963,0.029976,1.244963,1.155037,1,10350.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000241.png
242,frame_000242.png,15.488,0.025,0.044979,0.029986,1.244979,1.155021,1,10348.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000242.png
243,frame_000243.png,15.552,0.025,0.044988,0.029992,1.244988,1.155012,1,10357.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000243.png
244,frame_000244.png,15.616,0.025,0.044993,0.029996,1.244993,1.155007,1,10361.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000244.png
245,frame_000245.png,15.68,0.025,0.044996,0.029998,1.244996,1.155004,1,10357.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000245.png
246,frame_000246.png,15.744,0.025,0.044998,0.029999,1.244998,1.155002,1,10365.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000246.png
247,frame_000247.png,15.808,0.025,0.044999,0.029999,1.244999,1.155001,1,10368.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000247.png
248,frame_000248.png,15.872,0.025,0.044999,0.03,1.244999,1.155001,1,10375.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000248.png
249,frame_000249.png,15.936,0.025,0.045,0.03,1.245,1.155,1,10387.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000249.png
250,frame_000250.png,16.0,0.025,0.045,0.03,1.245,1.155,1,10396.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000250.png
251,frame_000251.png,16.064,0.025,0.045,0.03,1.245,1.155,1,10411.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000251.png
252,frame_000252.png,16.128,0.01875,0.021543,0.014362,1.221543,1.178457,1,10422.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000252.png
253,frame_000253.png,16.192,0.025,0.047289,0.031526,1.247289,1.152711,1,10436.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000253.png
254,frame_000254.png,16.256,0.025,0.049339,0.032893,1.249339,1.150661,1,10447.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000254.png
255,frame_000255.png,16.32,0.01875,0.023984,0.015989,1.223984,1.176016,1,10442.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000255.png
256,frame_000256.png,16.384,0.025,0.048662,0.032441,1.248662,1.151338,1,10447.5,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000256.png
257,frame_000257.png,16.448,0.01875,0.023603,0.015735,1.223603,1.176397,1,10443.0,run_20260720_210122,D:\robotics_projects\vision_line_following\data\cnn_dataset\runs\run_20260720_210122\images\frame_000257.png
