prepared_sample_id,group_id,image_filename,steering_target,category,augmentation,source_run,source_sample_id,source_image_filename
73,recovery_y_positive_005__000075,sample_000073_original.png,-0.090899,medium_negative,original,recovery_y_positive_005,75,frame_000075.png
74,recovery_y_positive_005__000075,sample_000074_mirrored.png,0.090899,medium_positive,horizontal_reflection,recovery_y_positive_005,75,frame_000075.png
75,recovery_y_positive_005__000016,sample_000075_original.png,0.262237,strong_positive,original,recovery_y_positive_005,16,frame_000016.png
76,recovery_y_positive_005__000016,sample_000076_mirrored.png,-0.262237,strong_negative,horizontal_reflection,recovery_y_positive_005,16,frame_000016.png
77,medium_y_positive_003__000062,sample_000077_original.png,-0.053403,medium_negative,original,medium_y_positive_003,62,frame_000062.png
78,medium_y_positive_003__000062,sample_000078_mirrored.png,0.053403,medium_positive,horizontal_reflection,medium_y_positive_003,62,frame_000062.png
79,medium_y_negative_003__000024,sample_000079_original.png,-0.133418,medium_negative,original,medium_y_negative_003,24,frame_000024.png
80,medium_y_negative_003__000024,sample_000080_mirrored.png,0.133418,medium_positive,horizontal_reflection,medium_y_negative_003,24,frame_000024.png
81,run_20260720_210122__000234,sample_000081_original.png,0.028632,centre,original,run_20260720_210122,234,frame_000234.png
82,run_20260720_210122__000234,sample_000082_mirrored.png,-0.028632,centre,horizontal_reflection,run_20260720_210122,234,frame_000234.png
83,medium_y_positive_003__000033,sample_000083_original.png,0.013777,centre,original,medium_y_positive_003,33,frame_000033.png
84,medium_y_positive_003__000033,sample_000084_mirrored.png,-0.013777,centre,horizontal_reflection,medium_y_positive_003,33,frame_000033.png
85,recovery_y_positive_005__000024,sample_000085_original.png,0.149425,medium_positive,original,recovery_y_positive_005,24,frame_000024.png
86,recovery_y_positive_005__000024,sample_000086_mirrored.png,-0.149425,medium_negative,horizontal_reflection,recovery_y_positive_005,24,frame_000024.png
87,run_20260720_210122__000070,sample_000087_original.png,-0.030002,centre,original,run_20260720_210122,70,frame_000070.png
88,run_20260720_210122__000070,sample_000088_mirrored.png,0.030002,centre,horizontal_reflection,run_20260720_210122,70,frame_000070.png
89,recovery_y_negative_005__000028,sample_000089_original.png,-0.179238,strong_negative,original,recovery_y_negative_005,28,frame_000028.png
90,recovery_y_negative_005__000028,sample_000090_mirrored.png,0.179238,strong_positive,horizontal_reflection,recovery_y_negative_005,28,frame_000028.png
91,recovery_y_negative_005__000043,sample_000091_original.png,-0.064279,medium_negative,original,recovery_y_negative_005,43,frame_000043.png
92,recovery_y_negative_005__000043,sample_000092_mirrored.png,0.064279,medium_positive,horizontal_reflection,recovery_y_negative_005,43,frame_000043.png
93,recovery_y_negative_005__000009,sample_000093_original.png,-0.599149,strong_negative,original,recovery_y_negative_005,9,frame_000009.png
94,recovery_y_negative_005__000009,sample_000094_mirrored.png,0.599149,strong_positive,horizontal_reflection,recovery_y_negative_005,9,frame_000009.png
95,recovery_y_positive_005__000068,sample_000095_original.png,-0.073846,medium_negative,original,recovery_y_positive_005,68,frame_000068.png
96,recovery_y_positive_005__000068,sample_000096_mirrored.png,0.073846,medium_positive,horizontal_reflection,recovery_y_positive_005,68,frame_000068.png
97,run_20260720_210122__000008,sample_000097_original.png,-0.051221,medium_negative,original,run_20260720_210122,8,frame_000008.png
98,run_20260720_210122__000008,sample_000098_mirrored.png,0.051221,medium_positive,horizontal_reflection,run_20260720_210122,8,frame_000008.png
99,recovery_y_positive_005__000057,sample_000099_original.png,-0.065204,medium_negative,original,recovery_y_positive_005,57,frame_000057.png
100,recovery_y_positive_005__000057,sample_000100_mirrored.png,0.065204,medium_positive,horizontal_reflection,recovery_y_positive_005,57,frame_000057.png
101,run_20260720_210122__000432,sample_000101_original.png,-0.008964,centre,original,run_20260720_210122,432,frame_000432.png
102,run_20260720_210122__000432,sample_000102_mirrored.png,0.008964,centre,horizontal_reflection,run_20260720_210122,432,frame_000432.png
103,medium_y_positive_003__000020,sample_000103_original.png,0.101575,medium_positive,original,medium_y_positive_003,20,frame_000020.png
104,medium_y_positive_003__000020,sample_000104_mirrored.png,-0.101575,medium_negative,horizontal_reflection,medium_y_positive_003,20,frame_000020.png
105,run_20260720_210122__000160,sample_000105_original.png,0.01521,centre,original,run_20260720_210122,160,frame_000160.png
106,run_20260720_210122__000160,sample_000106_mirrored.png,-0.01521,centre,horizontal_reflection,run_20260720_210122,160,frame_000160.png
107,run_20260720_210122__000345,sample_000107_original.png,0.023005,centre,original,run_20260720_210122,345,frame_000345.png
108,run_20260720_210122__000345,sample_000108_mirrored.png,-0.023005,centre,horizontal_reflection,run_20260720_210122,345,frame_000345.png
109,run_20260720_210122__000191,sample_000109_original.png,0.015014,centre,original,run_20260720_210122,191,frame_000191.png
110,run_20260720_210122__000191,sample_000110_mirrored.png,-0.015014,centre,horizontal_reflection,run_20260720_210122,191,frame_000191.png
111,run_20260720_210122__000096,sample_000111_original.png,-0.043253,centre,original,run_20260720_210122,96,frame_000096.png
112,run_20260720_210122__000096,sample_000112_mirrored.png,0.043253,centre,horizontal_reflection,run_20260720_210122,96,frame_000096.png
113,recovery_y_negative_005__000012,sample_000113_original.png,-0.436404,strong_negative,original,recovery_y_negative_005,12,frame_000012.png
114,recovery_y_negative_005__000012,sample_000114_mirrored.png,0.436404,strong_positive,horizontal_reflection,recovery_y_negative_005,12,frame_000012.png
115,run_20260720_210122__000004,sample_000115_original.png,-0.061688,medium_negative,original,run_20260720_210122,4,frame_000004.png
116,run_20260720_210122__000004,sample_000116_mirrored.png,0.061688,medium_positive,horizontal_reflection,run_20260720_210122,4,frame_000004.png
117,medium_y_negative_003__000039,sample_000117_original.png,-0.054238,medium_negative,original,medium_y_negative_003,39,frame_000039.png
118,medium_y_negative_003__000039,sample_000118_mirrored.png,0.054238,medium_positive,horizontal_reflection,medium_y_negative_003,39,frame_000039.png
119,recovery_y_positive_005__000089,sample_000119_original.png,-0.090964,medium_negative,original,recovery_y_positive_005,89,frame_000089.png
120,recovery_y_positive_005__000089,sample_000120_mirrored.png,0.090964,medium_positive,horizontal_reflection,recovery_y_positive_005,89,frame_000089.png
121,medium_y_positive_003__000007,sample_000121_original.png,0.347132,strong_positive,original,medium_y_positive_003,7,frame_000007.png
122,medium_y_positive_003__000007,sample_000122_mirrored.png,-0.347132,strong_negative,horizontal_reflection,medium_y_positive_003,7,frame_000007.png
123,recovery_y_negative_005__000089,sample_000123_original.png,0.039304,centre,original,recovery_y_negative_005,89,frame_000089.png
124,recovery_y_negative_005__000089,sample_000124_mirrored.png,-0.039304,centre,horizontal_reflection,recovery_y_negative_005,89,frame_000089.png
125,recovery_y_positive_005__000090,sample_000125_original.png,-0.090723,medium_negative,original,recovery_y_positive_005,90,frame_000090.png
126,recovery_y_positive_005__000090,sample_000126_mirrored.png,0.090723,medium_positive,horizontal_reflection,recovery_y_positive_005,90,frame_000090.png
127,recovery_y_positive_005__000058,sample_000127_original.png,-0.060153,medium_negative,original,recovery_y_positive_005,58,frame_000058.png
128,recovery_y_positive_005__000058,sample_000128_mirrored.png,0.060153,medium_positive,horizontal_reflection,recovery_y_positive_005,58,frame_000058.png
129,medium_y_negative_003__000056,sample_000129_original.png,-0.007001,centre,original,medium_y_negative_003,56,frame_000056.png
130,medium_y_negative_003__000056,sample_000130_mirrored.png,0.007001,centre,horizontal_reflection,medium_y_negative_003,56,frame_000056.png
131,recovery_y_positive_005__000085,sample_000131_original.png,-0.093048,medium_negative,original,recovery_y_positive_005,85,frame_000085.png
132,recovery_y_positive_005__000085,sample_000132_mirrored.png,0.093048,medium_positive,horizontal_reflection,recovery_y_positive_005,85,frame_000085.png
133,run_20260720_210122__000079,sample_000133_original.png,-0.025295,centre,original,run_20260720_210122,79,frame_000079.png
134,run_20260720_210122__000079,sample_000134_mirrored.png,0.025295,centre,horizontal_reflection,run_20260720_210122,79,frame_000079.png
135,medium_y_negative_003__000002,sample_000135_original.png,-1.0,strong_negative,original,medium_y_negative_003,2,frame_000002.png
136,medium_y_negative_003__000002,sample_000136_mirrored.png,1.0,strong_positive,horizontal_reflection,medium_y_negative_003,2,frame_000002.png
137,run_20260720_210122__000428,sample_000137_original.png,-0.000159,centre,original,run_20260720_210122,428,frame_000428.png
138,run_20260720_210122__000428,sample_000138_mirrored.png,0.000159,centre,horizontal_reflection,run_20260720_210122,428,frame_000428.png
139,recovery_y_negative_005__000001,sample_000139_original.png,-1.0,strong_negative,original,recovery_y_negative_005,1,frame_000001.png
140,recovery_y_negative_005__000001,sample_000140_mirrored.png,1.0,strong_positive,horizontal_reflection,recovery_y_negative_005,1,frame_000001.png
141,recovery_y_negative_005__000013,sample_000141_original.png,-0.405376,strong_negative,original,recovery_y_negative_005,13,frame_000013.png
142,recovery_y_negative_005__000013,sample_000142_mirrored.png,0.405376,strong_positive,horizontal_reflection,recovery_y_negative_005,13,frame_000013.png
143,run_20260720_210122__000415,sample_000143_original.png,0.004878,centre,original,run_20260720_210122,415,frame_000415.png
144,run_20260720_210122__000415,sample_000144_mirrored.png,-0.004878,centre,horizontal_reflection,run_20260720_210122,415,frame_000415.png
145,run_20260720_210122__000316,sample_000145_original.png,0.028474,centre,original,run_20260720_210122,316,frame_000316.png
146,run_20260720_210122__000316,sample_000146_mirrored.png,-0.028474,centre,horizontal_reflection,run_20260720_210122,316,frame_000316.png
147,run_20260720_210122__000084,sample_000147_original.png,-0.039881,centre,original,run_20260720_210122,84,frame_000084.png
148,run_20260720_210122__000084,sample_000148_mirrored.png,0.039881,centre,horizontal_reflection,run_20260720_210122,84,frame_000084.png
149,run_20260720_210122__000278,sample_000149_original.png,0.03,centre,original,run_20260720_210122,278,frame_000278.png
150,run_20260720_210122__000278,sample_000150_mirrored.png,-0.03,centre,horizontal_reflection,run_20260720_210122,278,frame_000278.png
151,medium_y_negative_003__000040,sample_000151_original.png,-0.061303,medium_negative,original,medium_y_negative_003,40,frame_000040.png
152,medium_y_negative_003__000040,sample_000152_mirrored.png,0.061303,medium_positive,horizontal_reflection,medium_y_negative_003,40,frame_000040.png
153,recovery_y_positive_005__000087,sample_000153_original.png,-0.091714,medium_negative,original,recovery_y_positive_005,87,frame_000087.png
154,recovery_y_positive_005__000087,sample_000154_mirrored.png,0.091714,medium_positive,horizontal_reflection,recovery_y_positive_005,87,frame_000087.png
155,recovery_y_negative_005__000003,sample_000155_original.png,-1.0,strong_negative,original,recovery_y_negative_005,3,frame_000003.png
156,recovery_y_negative_005__000003,sample_000156_mirrored.png,1.0,strong_positive,horizontal_reflection,recovery_y_negative_005,3,frame_000003.png
157,run_20260720_210122__000100,sample_000157_original.png,-0.026811,centre,original,run_20260720_210122,100,frame_000100.png
158,run_20260720_210122__000100,sample_000158_mirrored.png,0.026811,centre,horizontal_reflection,run_20260720_210122,100,frame_000100.png
159,recovery_y_positive_005__000010,sample_000159_original.png,0.42921,strong_positive,original,recovery_y_positive_005,10,frame_000010.png
160,recovery_y_positive_005__000010,sample_000160_mirrored.png,-0.42921,strong_negative,horizontal_reflection,recovery_y_positive_005,10,frame_000010.png
161,recovery_y_positive_005__000078,sample_000161_original.png,-0.086043,medium_negative,original,recovery_y_positive_005,78,frame_000078.png
162,recovery_y_positive_005__000078,sample_000162_mirrored.png,0.086043,medium_positive,horizontal_reflection,recovery_y_positive_005,78,frame_000078.png
163,run_20260720_210122__000282,sample_000163_original.png,0.026821,centre,original,run_20260720_210122,282,frame_000282.png
164,run_20260720_210122__000282,sample_000164_mirrored.png,-0.026821,centre,horizontal_reflection,run_20260720_210122,282,frame_000282.png
165,recovery_y_positive_005__000001,sample_000165_original.png,1.0,strong_positive,original,recovery_y_positive_005,1,frame_000001.png
166,recovery_y_positive_005__000001,sample_000166_mirrored.png,-1.0,strong_negative,horizontal_reflection,recovery_y_positive_005,1,frame_000001.png
167,recovery_y_negative_005__000032,sample_000167_original.png,-0.135,medium_negative,original,recovery_y_negative_005,32,frame_000032.png
168,recovery_y_negative_005__000032,sample_000168_mirrored.png,0.135,medium_positive,horizontal_reflection,recovery_y_negative_005,32,frame_000032.png
169,recovery_y_negative_005__000035,sample_000169_original.png,-0.116291,medium_negative,original,recovery_y_negative_005,35,frame_000035.png
170,recovery_y_negative_005__000035,sample_000170_mirrored.png,0.116291,medium_positive,horizontal_reflection,recovery_y_negative_005,35,frame_000035.png
171,run_20260720_210122__000124,sample_000171_original.png,-0.014177,centre,original,run_20260720_210122,124,frame_000124.png
172,run_20260720_210122__000124,sample_000172_mirrored.png,0.014177,centre,horizontal_reflection,run_20260720_210122,124,frame_000124.png
173,run_20260720_210122__000075,sample_000173_original.png,-0.03,centre,original,run_20260720_210122,75,frame_000075.png
174,run_20260720_210122__000075,sample_000174_mirrored.png,0.03,centre,horizontal_reflection,run_20260720_210122,75,frame_000075.png
175,recovery_y_negative_005__000079,sample_000175_original.png,0.036318,centre,original,recovery_y_negative_005,79,frame_000079.png
176,recovery_y_negative_005__000079,sample_000176_mirrored.png,-0.036318,centre,horizontal_reflection,recovery_y_negative_005,79,frame_000079.png
177,recovery_y_negative_005__000054,sample_000177_original.png,-0.003928,centre,original,recovery_y_negative_005,54,frame_000054.png
178,recovery_y_negative_005__000054,sample_000178_mirrored.png,0.003928,centre,horizontal_reflection,recovery_y_negative_005,54,frame_000054.png
179,recovery_y_negative_005__000029,sample_000179_original.png,-0.165028,strong_negative,original,recovery_y_negative_005,29,frame_000029.png
180,recovery_y_negative_005__000029,sample_000180_mirrored.png,0.165028,strong_positive,horizontal_reflection,recovery_y_negative_005,29,frame_000029.png
181,run_20260720_210122__000093,sample_000181_original.png,-0.041379,centre,original,run_20260720_210122,93,frame_000093.png
182,run_20260720_210122__000093,sample_000182_mirrored.png,0.041379,centre,horizontal_reflection,run_20260720_210122,93,frame_000093.png
183,recovery_y_positive_005__000072,sample_000183_original.png,-0.080441,medium_negative,original,recovery_y_positive_005,72,frame_000072.png
184,recovery_y_positive_005__000072,sample_000184_mirrored.png,0.080441,medium_positive,horizontal_reflection,recovery_y_positive_005,72,frame_000072.png
185,medium_y_negative_003__000005,sample_000185_original.png,-0.732665,strong_negative,original,medium_y_negative_003,5,frame_000005.png
186,medium_y_negative_003__000005,sample_000186_mirrored.png,0.732665,strong_positive,horizontal_reflection,medium_y_negative_003,5,frame_000005.png
187,run_20260720_210122__000152,sample_000187_original.png,0.007582,centre,original,run_20260720_210122,152,frame_000152.png
188,run_20260720_210122__000152,sample_000188_mirrored.png,-0.007582,centre,horizontal_reflection,run_20260720_210122,152,frame_000152.png
189,run_20260720_210122__000357,sample_000189_original.png,0.037515,centre,original,run_20260720_210122,357,frame_000357.png
190,run_20260720_210122__000357,sample_000190_mirrored.png,-0.037515,centre,horizontal_reflection,run_20260720_210122,357,frame_000357.png
191,recovery_y_negative_005__000052,sample_000191_original.png,-0.023969,centre,original,recovery_y_negative_005,52,frame_000052.png
192,recovery_y_negative_005__000052,sample_000192_mirrored.png,0.023969,centre,horizontal_reflection,recovery_y_negative_005,52,frame_000052.png
193,medium_y_positive_003__000016,sample_000193_original.png,0.137601,medium_positive,original,medium_y_positive_003,16,frame_000016.png
194,medium_y_positive_003__000016,sample_000194_mirrored.png,-0.137601,medium_negative,horizontal_reflection,medium_y_positive_003,16,frame_000016.png
195,recovery_y_positive_005__000011,sample_000195_original.png,0.390606,strong_positive,original,recovery_y_positive_005,11,frame_000011.png
196,recovery_y_positive_005__000011,sample_000196_mirrored.png,-0.390606,strong_negative,horizontal_reflection,recovery_y_positive_005,11,frame_000011.png
197,medium_y_negative_003__000041,sample_000197_original.png,-0.050965,medium_negative,original,medium_y_negative_003,41,frame_000041.png
198,medium_y_negative_003__000041,sample_000198_mirrored.png,0.050965,medium_positive,horizontal_reflection,medium_y_negative_003,41,frame_000041.png
199,recovery_y_positive_005__000018,sample_000199_original.png,0.236203,strong_positive,original,recovery_y_positive_005,18,frame_000018.png
200,recovery_y_positive_005__000018,sample_000200_mirrored.png,-0.236203,strong_negative,horizontal_reflection,recovery_y_positive_005,18,frame_000018.png
201,run_20260720_210122__000139,sample_000201_original.png,0.000827,centre,original,run_20260720_210122,139,frame_000139.png
202,run_20260720_210122__000139,sample_000202_mirrored.png,-0.000827,centre,horizontal_reflection,run_20260720_210122,139,frame_000139.png
203,run_20260720_210122__000170,sample_000203_original.png,0.015001,centre,original,run_20260720_210122,170,frame_000170.png
204,run_20260720_210122__000170,sample_000204_mirrored.png,-0.015001,centre,horizontal_reflection,run_20260720_210122,170,frame_000170.png
205,run_20260720_210122__000271,sample_000205_original.png,0.030005,centre,original,run_20260720_210122,271,frame_000271.png
206,run_20260720_210122__000271,sample_000206_mirrored.png,-0.030005,centre,horizontal_reflection,run_20260720_210122,271,frame_000271.png
207,medium_y_positive_003__000052,sample_000207_original.png,-0.045112,centre,original,medium_y_positive_003,52,frame_000052.png
208,medium_y_positive_003__000052,sample_000208_mirrored.png,0.045112,centre,horizontal_reflection,medium_y_positive_003,52,frame_000052.png
209,medium_y_positive_003__000015,sample_000209_original.png,0.136818,medium_positive,original,medium_y_positive_003,15,frame_000015.png
210,medium_y_positive_003__000015,sample_000210_mirrored.png,-0.136818,medium_negative,horizontal_reflection,medium_y_positive_003,15,frame_000015.png
211,recovery_y_negative_005__000082,sample_000211_original.png,0.032666,centre,original,recovery_y_negative_005,82,frame_000082.png
212,recovery_y_negative_005__000082,sample_000212_mirrored.png,-0.032666,centre,horizontal_reflection,recovery_y_negative_005,82,frame_000082.png
213,medium_y_negative_003__000044,sample_000213_original.png,-0.037144,centre,original,medium_y_negative_003,44,frame_000044.png
214,medium_y_negative_003__000044,sample_000214_mirrored.png,0.037144,centre,horizontal_reflection,medium_y_negative_003,44,frame_000044.png
215,recovery_y_negative_005__000085,sample_000215_original.png,0.043202,centre,original,recovery_y_negative_005,85,frame_000085.png
216,recovery_y_negative_005__000085,sample_000216_mirrored.png,-0.043202,centre,horizontal_reflection,recovery_y_negative_005,85,frame_000085.png
217,run_20260720_210122__000155,sample_000217_original.png,0.018734,centre,original,run_20260720_210122,155,frame_000155.png
218,run_20260720_210122__000155,sample_000218_mirrored.png,-0.018734,centre,horizontal_reflection,run_20260720_210122,155,frame_000155.png
219,run_20260720_210122__000266,sample_000219_original.png,0.030087,centre,original,run_20260720_210122,266,frame_000266.png
220,run_20260720_210122__000266,sample_000220_mirrored.png,-0.030087,centre,horizontal_reflection,run_20260720_210122,266,frame_000266.png
221,run_20260720_210122__000085,sample_000221_original.png,-0.038839,centre,original,run_20260720_210122,85,frame_000085.png
222,run_20260720_210122__000085,sample_000222_mirrored.png,0.038839,centre,horizontal_reflection,run_20260720_210122,85,frame_000085.png
223,medium_y_negative_003__000020,sample_000223_original.png,-0.172092,strong_negative,original,medium_y_negative_003,20,frame_000020.png
