sample_id,image_filename,simulation_time,normalized_error,steering_correction,steering_target,left_speed,right_speed,line_detected,contour_area
34,frame_000034.png,1.0880,-0.143750,-0.177608,-0.118405,1.022392,1.377608,1,10850.00
35,frame_000035.png,1.1200,-0.137500,-0.174436,-0.116291,1.025564,1.374436,1,10849.50
36,frame_000036.png,1.1520,-0.125000,-0.145788,-0.097192,1.054212,1.345788,1,10851.00
37,frame_000037.png,1.1840,-0.118750,-0.142134,-0.094756,1.057866,1.342134,1,10845.50
38,frame_000038.png,1.2160,-0.112500,-0.136581,-0.091054,1.063419,1.336581,1,10847.00
39,frame_000039.png,1.2480,-0.106250,-0.129604,-0.086402,1.070396,1.329604,1,10847.50
40,frame_000040.png,1.2800,-0.100000,-0.121558,-0.081039,1.078442,1.321558,1,10845.00
41,frame_000041.png,1.3120,-0.093750,-0.112712,-0.075141,1.087288,1.312712,1,10846.00
42,frame_000042.png,1.3440,-0.081250,-0.079807,-0.053205,1.120193,1.279807,1,10843.00
43,frame_000043.png,1.3760,-0.081250,-0.096418,-0.064279,1.103582,1.296418,1,10836.00
44,frame_000044.png,1.4080,-0.075000,-0.085419,-0.056946,1.114581,1.285419,1,10833.00
45,frame_000045.png,1.4400,-0.068750,-0.074357,-0.049571,1.125643,1.274357,1,10835.50
46,frame_000046.png,1.4720,-0.062500,-0.063248,-0.042166,1.136752,1.263248,1,10835.00
47,frame_000047.png,1.5040,-0.056250,-0.052104,-0.034736,1.147896,1.252104,1,10836.00
48,frame_000048.png,1.5360,-0.050000,-0.040934,-0.027289,1.159066,1.240934,1,10839.50
49,frame_000049.png,1.5680,-0.050000,-0.053200,-0.035467,1.146800,1.253200,1,10839.00
50,frame_000050.png,1.6000,-0.043750,-0.038943,-0.025962,1.161057,1.238943,1,10840.00
51,frame_000051.png,1.6320,-0.037500,-0.025438,-0.016959,1.174562,1.225438,1,10841.50
52,frame_000052.png,1.6640,-0.037500,-0.035953,-0.023969,1.164047,1.235953,1,10840.00
53,frame_000053.png,1.6960,-0.031250,-0.020383,-0.013589,1.179617,1.220383,1,10839.50
54,frame_000054.png,1.7280,-0.025000,-0.005893,-0.003928,1.194107,1.205893,1,10837.00
55,frame_000055.png,1.7600,-0.025000,-0.015670,-0.010446,1.184330,1.215670,1,10839.50
56,frame_000056.png,1.7920,-0.018750,0.000455,0.000303,1.200455,1.199545,1,10835.50
57,frame_000057.png,1.8240,-0.018750,-0.008096,-0.005398,1.191904,1.208096,1,10832.50
58,frame_000058.png,1.8560,-0.012500,0.008947,0.005965,1.208947,1.191053,1,10829.50
59,frame_000059.png,1.8880,-0.012500,0.001085,0.000724,1.201085,1.198915,1,10826.50
60,frame_000060.png,1.9200,-0.006250,0.018646,0.012431,1.218646,1.181354,1,10821.00
61,frame_000061.png,1.9520,-0.006250,0.011172,0.007448,1.211172,1.188828,1,10820.50
62,frame_000062.png,1.9840,-0.006250,0.005567,0.003711,1.205567,1.194433,1,10814.00
63,frame_000063.png,2.0160,0.000000,0.024819,0.016546,1.224819,1.175181,1,10812.50
64,frame_000064.png,2.0480,0.000000,0.018615,0.012410,1.218615,1.181385,1,10808.50
65,frame_000065.png,2.0800,0.006250,0.037418,0.024945,1.237418,1.162582,1,10805.50
66,frame_000066.png,2.1120,0.006250,0.030876,0.020584,1.230876,1.169124,1,10800.00
67,frame_000067.png,2.1440,0.006250,0.025969,0.017313,1.225969,1.174031,1,10809.00
68,frame_000068.png,2.1760,0.012500,0.045747,0.030498,1.245747,1.154253,1,10812.00
69,frame_000069.png,2.2080,0.012500,0.039935,0.026623,1.239935,1.160065,1,10814.50
70,frame_000070.png,2.2400,0.012500,0.035576,0.023717,1.235576,1.164424,1,10812.50
71,frame_000071.png,2.2720,0.012500,0.032307,0.021538,1.232307,1.167693,1,10815.50
72,frame_000072.png,2.3040,0.018750,0.053312,0.035542,1.253312,1.146688,1,10815.00
73,frame_000073.png,2.3360,0.018750,0.048422,0.032281,1.248422,1.151578,1,10814.00
74,frame_000074.png,2.3680,0.018750,0.044754,0.029836,1.244754,1.155246,1,10814.00
75,frame_000075.png,2.4000,0.018750,0.042003,0.028002,1.242003,1.157997,1,10808.50
76,frame_000076.png,2.4320,0.018750,0.039940,0.026626,1.239940,1.160060,1,10810.00
77,frame_000077.png,2.4640,0.025000,0.061849,0.041233,1.261849,1.138151,1,10805.50
78,frame_000078.png,2.4960,0.025000,0.057637,0.038425,1.257637,1.142363,1,10805.50
79,frame_000079.png,2.5280,0.025000,0.054478,0.036318,1.254478,1.145522,1,10801.00
80,frame_000080.png,2.5600,0.025000,0.052108,0.034739,1.252108,1.147892,1,10799.50
81,frame_000081.png,2.5920,0.025000,0.050331,0.033554,1.250331,1.149669,1,10778.50
82,frame_000082.png,2.6240,0.025000,0.048998,0.032666,1.248998,1.151002,1,10802.00
83,frame_000083.png,2.6560,0.031250,0.071456,0.047637,1.271456,1.128544,1,10781.00
84,frame_000084.png,2.6880,0.031250,0.067654,0.045103,1.267654,1.132346,1,10777.50
85,frame_000085.png,2.7200,0.031250,0.064803,0.043202,1.264803,1.135197,1,10771.50
86,frame_000086.png,2.7520,0.031250,0.062665,0.041777,1.262665,1.137335,1,10765.00
87,frame_000087.png,2.7840,0.031250,0.061061,0.040707,1.261061,1.138939,1,10764.00
88,frame_000088.png,2.8160,0.031250,0.059858,0.039906,1.259858,1.140142,1,10755.50
89,frame_000089.png,2.8480,0.031250,0.058956,0.039304,1.258956,1.141044,1,10757.50
90,frame_000090.png,2.8800,0.031250,0.058280,0.038853,1.258280,1.141720,1,10752.50
91,frame_000091.png,2.9120,0.031250,0.057772,0.038515,1.257772,1.142228,1,10741.00
92,frame_000092.png,2.9440,0.031250,0.057392,0.038261,1.257392,1.142608,1,10734.00
93,frame_000093.png,2.9760,0.031250,0.057106,0.038071,1.257106,1.142894,1,10726.50
